"file","caption","alt_text","category","png_time","StartTime"
"ts11_Age-0_recruits_(1000s).png","Age-0 recruits (1,000s)",NA,"Timeseries",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"ts11_Age-0_recruits_(1000s)_with_95_asymptotic_intervals.png","Age-0 recruits (1,000s) with ~95% asymptotic intervals",NA,"Timeseries",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"ts_summaryF.png","Summary F (definition of F depends on setting in starter.ss)",NA,"Timeseries",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"SR_curve.png","Stock-recruit curve.  Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"SR_curve2.png","Stock-recruit curve with labels on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"catch1 landings.png","landings",NA,"Catch",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"catch2 landings stacked.png","landings stacked",NA,"Catch",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"catch9 harvest rate.png","harvest rate",NA,"Catch",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index1_cpuedata_Surv1.png","Index data for Surv1. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index2_cpuefit_Surv1.png","Fit to index data for Surv1. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index3_obs_vs_exp_Surv1.png","Observed vs. expected index values with smoother for Surv1",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index4_logcpuedata_Surv1.png","Log index data for Surv1. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index5_logcpuefit_Surv1.png","Fit to log index data on log scale for Surv1. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index6_log_obs_vs_exp_Surv1.png","log(observed) vs. log(expected) index values with smoother for Surv1",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index10_resids_SE_total_Surv1.png","Residuals of fit to index for Surv1.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index12_resids_SE_total_Surv1.png","Deviations for fit to index for Surv1.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index1_cpuedata_Surv2.png","Index data for Surv2. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index2_cpuefit_Surv2.png","Fit to index data for Surv2. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index3_obs_vs_exp_Surv2.png","Observed vs. expected index values with smoother for Surv2",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index4_logcpuedata_Surv2.png","Log index data for Surv2. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index5_logcpuefit_Surv2.png","Fit to log index data on log scale for Surv2. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index6_log_obs_vs_exp_Surv2.png","log(observed) vs. log(expected) index values with smoother for Surv2",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index10_resids_SE_total_Surv2.png","Residuals of fit to index for Surv2.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index12_resids_SE_total_Surv2.png","Deviations for fit to index for Surv2.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index1_cpuedata_Surv7.png","Index data for Surv7. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index2_cpuefit_Surv7.png","Fit to index data for Surv7. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index3_obs_vs_exp_Surv7.png","Observed vs. expected index values with smoother for Surv7",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index4_logcpuedata_Surv7.png","Log index data for Surv7. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index5_logcpuefit_Surv7.png","Fit to log index data on log scale for Surv7. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index6_log_obs_vs_exp_Surv7.png","log(observed) vs. log(expected) index values with smoother for Surv7",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index10_resids_SE_total_Surv7.png","Residuals of fit to index for Surv7.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index12_resids_SE_total_Surv7.png","Deviations for fit to index for Surv7.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"index9_standcpueall.png","Standardized indices overlaid. Each index is rescaled to have mean observation = 1.0.",NA,"Index",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers1_sex1_beg.png","Beginning of year expected numbers at age in (max ~ 1.7 billion)",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers1_sex1_mid.png","Middle of year expected numbers at age in (max ~ 1.5 billion)",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers4_equilagecomp.png","Equilibrium age distribution",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers5_ageerrorSD.png","Ageing imprecision: SD of observed age (yr)",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_1.png","Distribution of observed age at true age 
 for ageing error type 1",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_2.png","Distribution of observed age at true age 
 for ageing error type 2",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_3.png","Distribution of observed age at true age 
 for ageing error type 3",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_4.png","Distribution of observed age at true age 
 for ageing error type 4",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_5.png","Distribution of observed age at true age 
 for ageing error type 5",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_6.png","Distribution of observed age at true age 
 for ageing error type 6",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_7.png","Distribution of observed age at true age 
 for ageing error type 7",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_8.png","Distribution of observed age at true age 
 for ageing error type 8",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_9.png","Distribution of observed age at true age 
 for ageing error type 9",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_10.png","Distribution of observed age at true age 
 for ageing error type 10",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_11.png","Distribution of observed age at true age 
 for ageing error type 11",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_12.png","Distribution of observed age at true age 
 for ageing error type 12",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_13.png","Distribution of observed age at true age 
 for ageing error type 13",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_14.png","Distribution of observed age at true age 
 for ageing error type 14",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_15.png","Distribution of observed age at true age 
 for ageing error type 15",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_16.png","Distribution of observed age at true age 
 for ageing error type 16",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_17.png","Distribution of observed age at true age 
 for ageing error type 17",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_18.png","Distribution of observed age at true age 
 for ageing error type 18",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_19.png","Distribution of observed age at true age 
 for ageing error type 19",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_20.png","Distribution of observed age at true age 
 for ageing error type 20",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_21.png","Distribution of observed age at true age 
 for ageing error type 21",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_22.png","Distribution of observed age at true age 
 for ageing error type 22",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_23.png","Distribution of observed age at true age 
 for ageing error type 23",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_24.png","Distribution of observed age at true age 
 for ageing error type 24",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_25.png","Distribution of observed age at true age 
 for ageing error type 25",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_26.png","Distribution of observed age at true age 
 for ageing error type 26",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_27.png","Distribution of observed age at true age 
 for ageing error type 27",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_28.png","Distribution of observed age at true age 
 for ageing error type 28",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_29.png","Distribution of observed age at true age 
 for ageing error type 29",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_30.png","Distribution of observed age at true age 
 for ageing error type 30",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_31.png","Distribution of observed age at true age 
 for ageing error type 31",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_32.png","Distribution of observed age at true age 
 for ageing error type 32",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_33.png","Distribution of observed age at true age 
 for ageing error type 33",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_34.png","Distribution of observed age at true age 
 for ageing error type 34",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_35.png","Distribution of observed age at true age 
 for ageing error type 35",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_36.png","Distribution of observed age at true age 
 for ageing error type 36",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"numbers10_ageerror_matrix_37.png","Distribution of observed age at true age 
 for ageing error type 37",NA,"Numbers",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agedat__aggregated_across_time.png","Age comp data, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",NA,"CompDat",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agedat__multi-fleet_comparison.png","Age comp data,  comparing across fleets",NA,"CompDat",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agedat_flt1mkt0_page1.png","Age comp data, whole catch, Fish1 (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agedat_flt1mkt0_page2.png","Age comp data, whole catch, Fish1 (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 2)",NA,"CompDat",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agedat_bubflt1mkt0_page2.png","Age comp data, whole catch, Fish1 (max=0.65) (plot 2 of 2)",NA,"CompDat",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agedat_data_weighting_TA1.8_Fish1.png","Mean age for Fish1 with 95% confidence intervals based on current sample sizes.",NA,"CompDat",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agedat_flt2mkt0_page1.png","Age comp data, whole catch, Fish2 (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agedat_flt2mkt0_page2.png","Age comp data, whole catch, Fish2 (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 2)",NA,"CompDat",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agedat_bubflt2mkt0_page2.png","Age comp data, whole catch, Fish2 (max=0.59) (plot 2 of 2)",NA,"CompDat",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agedat_data_weighting_TA1.8_Fish2.png","Mean age for Fish2 with 95% confidence intervals based on current sample sizes.",NA,"CompDat",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agedat_flt3mkt0.png","Age comp data, whole catch, Surv1.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agedat_bubflt3mkt0.png","Age comp data, whole catch, Surv1 (max=0.99)",NA,"CompDat",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agedat_data_weighting_TA1.8_Surv1.png","Mean age for Surv1 with 95% confidence intervals based on current sample sizes.",NA,"CompDat",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit__aggregated_across_time.png","Age comps, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit__multi-fleet_comparison.png","Pearson residuals,  comparing across fleets <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit_flt1mkt0_page1.png","Age comps, whole catch, Fish1 (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit_flt1mkt0_page2.png","Age comps, whole catch, Fish1 (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 2)",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit_residsflt1mkt0_page2.png","Pearson residuals, whole catch, Fish1 (max=7.58) (plot 2 of 2) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit_sampsize_flt1mkt0.png","N-EffN comparison, Age comps, whole catch, Fish1",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit_data_weighting_TA1.8_Fish1.png","Mean age for Fish1 with 95% confidence intervals based on current sample sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for age data from Fish1:<br>0.3708 (0.2703-0.6021) <br>For more info, see  <a href=https://doi.org/10.1139/f2011-025> Francis (2011)</a>.",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit_flt2mkt0_page1.png","Age comps, whole catch, Fish2 (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit_flt2mkt0_page2.png","Age comps, whole catch, Fish2 (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 2)",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit_residsflt2mkt0_page2.png","Pearson residuals, whole catch, Fish2 (max=8) (plot 2 of 2) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit_sampsize_flt2mkt0.png","N-EffN comparison, Age comps, whole catch, Fish2",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit_data_weighting_TA1.8_Fish2.png","Mean age for Fish2 with 95% confidence intervals based on current sample sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for age data from Fish2:<br>0.3333 (0.226-0.5822) <br>For more info, see  <a href=https://doi.org/10.1139/f2011-025> Francis (2011)</a>.",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit_flt3mkt0.png","Age comps, whole catch, Surv1.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit_residsflt3mkt0.png","Pearson residuals, whole catch, Surv1 (max=7.3) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit_sampsize_flt3mkt0.png","N-EffN comparison, Age comps, whole catch, Surv1",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"comp_agefit_data_weighting_TA1.8_Surv1.png","Mean age for Surv1 with 95% confidence intervals based on current sample sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for age data from Surv1:<br>0.8477 (0.5279-4.9607) <br>For more info, see  <a href=https://doi.org/10.1139/f2011-025> Francis (2011)</a>.",NA,"AgeComp",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"yield1_yield_curve.png","Yield curve",NA,"Yield",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"yield2_yield_curve_with_refpoints.png","Yield curve with reference points",NA,"Yield",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"yield3_surplus_production.png","Surplus production vs. biomass plot. For interpretation, see<br> <blockquote>Walters, Hilborn, and  Christensen, 2008, Surplus production dynamics in declining and recovering fish populations. <i>Can. J. Fish. Aquat. Sci.</i> 65: 2536-2551.</blockquote>",NA,"Yield",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
"data_plot.png","Data presence by year for each fleet and data type.",NA,"Data",2024-04-30 20:25:24.870985,"StartTime: Tue Apr 30 20:23:45 2024"
