"Value.SSB","StdDev.SSB","Value.Recr","StdDev.Recr","Value.SPRratio","StdDev.SPRratio","Value.F","StdDev.F","Value.Bratio","StdDev.Bratio","Value.ForeCatch","StdDev.ForeCatch","Value.OFLCatch","StdDev.OFLCatch","Value.lnSPB","StdDev.lnSPB","Value.SURVEY1","StdDev.SURVEY1","year","model_run","scenarios"
7580.1,665.931,3791.72,1614.31,0.795609,0.0184422,0.246287,0.0251883,0.728295,0.225416,NA,NA,NA,NA,NA,NA,NA,NA,"1993","iteration_1","em_recdev_2"
7449.45,752.579,5527.75,1495.76,0.790197,0.0216494,0.239746,0.027701,0.715743,0.230959,NA,NA,NA,NA,NA,NA,NA,NA,"1994","iteration_1","em_recdev_2"
7529.55,873.065,4140.66,1153.78,0.781351,0.0254398,0.229633,0.0299657,0.723438,0.24436,NA,NA,NA,NA,NA,NA,10.871,0.113662,"1995","iteration_1","em_recdev_2"
8023.82,1056.67,3098.6,1026.44,0.756919,0.0305032,0.204926,0.029808,0.770928,0.272811,NA,NA,NA,NA,NA,NA,NA,NA,"1996","iteration_1","em_recdev_2"
9026.79,1322.85,5180.5,1587.6,0.657367,0.0392195,0.135832,0.0214035,0.867293,0.320061,NA,NA,NA,NA,NA,NA,NA,NA,"1997","iteration_1","em_recdev_2"
10548.5,1652.58,4004.09,1412.04,0.628086,0.0431085,0.121551,0.0203507,1.0135,0.384817,NA,NA,NA,NA,NA,NA,11.0381,0.135763,"1998","iteration_1","em_recdev_2"
11977,2002.43,2583.22,1028.35,0.60175,0.046804,0.110226,0.0195691,1.15075,0.449326,NA,NA,NA,NA,NA,NA,NA,NA,"1999","iteration_1","em_recdev_2"
13120.7,2338.9,4659.27,1861.14,0.59563,0.0501016,0.107773,0.0203102,1.26064,0.506262,NA,NA,NA,NA,NA,NA,NA,NA,"2000","iteration_1","em_recdev_2"
13884.6,2646.46,3561.01,1616.13,0.579302,0.0537896,0.101522,0.0203196,1.33403,0.552078,NA,NA,NA,NA,9.53854,0.190604,11.0899,0.161368,"2001","iteration_1","em_recdev_2"
14373,2922.64,5964.82,3626.9,0.48674,0.0284423,0.0725515,0.00772112,1.38096,0.588973,2177.91,655.873,3244.82,654.164,NA,NA,NA,NA,"2002","iteration_1","em_recdev_2"
14910.8,2919.99,5990.12,3637.54,0.491731,0.0260424,0.0738847,0.00723541,1.43263,0.602217,2271.19,646.163,3323.58,644.327,NA,NA,NA,NA,"2003","iteration_1","em_recdev_2"
15232.5,2872.38,6004.49,3643.48,0.494512,0.024406,0.0746372,0.00688198,1.46353,0.606855,2328.56,629.487,3373.66,626.954,NA,NA,NA,NA,"2004","iteration_1","em_recdev_2"
15414.7,2790.99,6012.4,3646.57,0.496025,0.0233181,0.0750495,0.00663676,1.48104,0.605726,2369.52,608.713,3414.52,605.137,NA,NA,NA,NA,"2005","iteration_1","em_recdev_2"
15550.6,2693.23,6018.19,3648.69,0.497125,0.0230371,0.0753507,0.00659211,1.4941,0.602158,2412.69,586.544,3463.35,581.824,NA,NA,NA,NA,"2006","iteration_1","em_recdev_2"
15729.8,2610.19,6025.68,3651.57,0.498541,0.0241012,0.07574,0.0069106,1.51132,0.59977,2471.07,564.475,3529.69,558.741,NA,NA,NA,NA,"2007","iteration_1","em_recdev_2"
16004.7,2582.27,6036.89,3656.21,0.50064,0.0266318,0.0763201,0.00764377,1.53773,0.601508,2549.06,542.757,3614.47,536.381,NA,NA,NA,NA,"2008","iteration_1","em_recdev_2"
16378.8,2635.55,6051.6,3662.6,0.503359,0.0301315,0.0770782,0.008673,1.57367,0.608531,2643.73,521.254,3713.06,514.753,NA,NA,NA,NA,"2009","iteration_1","em_recdev_2"
16824.8,2765.93,6068.37,3670.14,0.506414,0.0339535,0.0779382,0.00982608,1.61653,0.62021,2748.51,500.041,3818.92,493.881,NA,NA,NA,NA,"2010","iteration_1","em_recdev_2"
17307.1,2948.74,6085.63,3678.1,0.509507,0.0376492,0.0788182,0.0109725,1.66287,0.634987,2856.56,479.409,3925.98,473.888,NA,NA,NA,NA,"2011","iteration_1","em_recdev_2"
49234.6,1558.18,4185.44,1425.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8044,0.0316481,NA,NA,"1971","iteration_2","em_recdev_2"
49234,1558.11,6109.74,1972.12,0.023849,0.00068789,0.00218943,0.00010363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972","iteration_2","em_recdev_2"
49144.7,1557.24,3883.03,1588.62,0.109639,0.00289653,0.0109018,0.000516383,4.14008,1.21796,NA,NA,NA,NA,NA,NA,NA,NA,"1973","iteration_2","em_recdev_2"
48704,1552.53,4121.6,1800.66,0.110001,0.00289732,0.0109417,0.00051774,4.10296,1.20711,NA,NA,NA,NA,NA,NA,NA,NA,"1974","iteration_2","em_recdev_2"
48226.4,1539.1,20147.1,2929.49,0.204069,0.00479319,0.0223505,0.00105315,4.06272,1.1957,NA,NA,NA,NA,NA,NA,NA,NA,"1975","iteration_2","em_recdev_2"
47248,1509.4,7365.42,2372.99,0.286368,0.00601556,0.034435,0.00161478,3.9803,1.17238,NA,NA,NA,NA,NA,NA,NA,NA,"1976","iteration_2","em_recdev_2"
45773.9,1462.47,2855.28,1169.28,0.364412,0.00682051,0.048349,0.00226054,3.85612,1.13735,NA,NA,NA,NA,NA,NA,12.1631,0.129916,"1977","iteration_2","em_recdev_2"
43867.8,1402.82,3015.02,1078.03,0.426499,0.0072213,0.0617088,0.00289257,3.69555,1.0922,NA,NA,NA,NA,NA,NA,NA,NA,"1978","iteration_2","em_recdev_2"
41818.6,1336.22,3617.19,1359.64,0.487637,0.00741831,0.0775337,0.0036666,3.52292,1.04408,NA,NA,NA,NA,NA,NA,NA,NA,"1979","iteration_2","em_recdev_2"
39779,1267.36,6002.22,2193.84,0.580022,0.00739312,0.10872,0.00521722,3.3511,0.996819,NA,NA,NA,NA,NA,NA,12.0502,0.127772,"1980","iteration_2","em_recdev_2"
37279.1,1198.36,16139.5,3081.93,0.657183,0.00716045,0.145372,0.00711962,3.1405,0.93864,NA,NA,NA,NA,NA,NA,NA,NA,"1981","iteration_2","em_recdev_2"
34093.3,1130.83,8308.36,2655.82,0.686815,0.00725784,0.163428,0.00820167,2.87211,0.863631,NA,NA,NA,NA,NA,NA,NA,NA,"1982","iteration_2","em_recdev_2"
30731.4,1068.62,4165.31,1597.03,0.709812,0.00748268,0.179557,0.00929051,2.5889,0.78411,NA,NA,NA,NA,NA,NA,11.7949,0.124267,"1983","iteration_2","em_recdev_2"
27385.5,1013.18,3104.62,1167.13,0.737241,0.00770093,0.201853,0.010921,2.30703,0.704826,NA,NA,NA,NA,NA,NA,NA,NA,"1984","iteration_2","em_recdev_2"
24244.7,967.196,4571.17,1326.5,0.760265,0.00804187,0.223822,0.0128724,2.04244,0.630855,NA,NA,NA,NA,NA,NA,NA,NA,"1985","iteration_2","em_recdev_2"
21574.9,936.432,3773.03,1461.76,0.786327,0.00841848,0.253383,0.0156955,1.81753,0.569276,NA,NA,NA,NA,9.97928,0.0434038,11.537,0.116619,"1986","iteration_2","em_recdev_2"
19224,924.504,8998.34,2063,0.808192,0.0090537,0.283255,0.0191296,1.61949,0.516453,NA,NA,NA,NA,NA,NA,NA,NA,"1987","iteration_2","em_recdev_2"
16999,930.838,7368.49,2233.81,0.81234,0.010498,0.289569,0.02158,1.43204,0.467259,NA,NA,NA,NA,NA,NA,NA,NA,"1988","iteration_2","em_recdev_2"
15019.1,953.784,5530.09,2021.86,0.813245,0.0124448,0.290979,0.0242693,1.26525,0.424309,NA,NA,NA,NA,NA,NA,11.1954,0.10568,"1989","iteration_2","em_recdev_2"
13272,992.483,6826.23,2057.09,0.810396,0.0150254,0.286581,0.0271744,1.11807,0.387416,NA,NA,NA,NA,NA,NA,NA,NA,"1990","iteration_2","em_recdev_2"
11870.4,1052.02,7436.37,1875.91,0.79557,0.0187198,0.265361,0.0287713,0.999997,0.360014,NA,NA,NA,NA,NA,NA,NA,NA,"1991","iteration_2","em_recdev_2"
10996.7,1141.56,2844.73,1092.04,0.710077,0.0260766,0.179755,0.0217614,0.926395,0.347446,NA,NA,NA,NA,NA,NA,11.0721,0.101788,"1992","iteration_2","em_recdev_2"
11040.3,1268.6,3943.85,1311.51,0.708271,0.0291174,0.178409,0.0236392,0.930061,0.359826,NA,NA,NA,NA,NA,NA,NA,NA,"1993","iteration_2","em_recdev_2"
11240.8,1431.77,5949.77,1617.42,0.70624,0.0325184,0.176912,0.0257047,0.946956,0.378701,NA,NA,NA,NA,NA,NA,NA,NA,"1994","iteration_2","em_recdev_2"
11520.2,1628.9,1837.42,711.557,0.697938,0.0366012,0.17097,0.0272455,0.970497,0.40203,NA,NA,NA,NA,NA,NA,11.0993,0.115009,"1995","iteration_2","em_recdev_2"
11816,1851.66,2586.75,910.148,0.695791,0.0407454,0.169479,0.0296348,0.995414,0.427681,NA,NA,NA,NA,NA,NA,NA,NA,"1996","iteration_2","em_recdev_2"
12000.4,2086.91,3533.84,1302.13,0.614365,0.048516,0.123494,0.0234235,1.01094,0.451607,NA,NA,NA,NA,NA,NA,NA,NA,"1997","iteration_2","em_recdev_2"
12392.8,2325.84,5922.9,2203.91,0.618651,0.0522922,0.125496,0.0255619,1.044,0.480859,NA,NA,NA,NA,NA,NA,11.0703,0.144,"1998","iteration_2","em_recdev_2"
12592.2,2560,8006.65,3105.21,0.61216,0.056827,0.122479,0.0268434,1.0608,0.505096,NA,NA,NA,NA,NA,NA,NA,NA,"1999","iteration_2","em_recdev_2"
12635.8,2781.42,6535.39,2943.87,0.611038,0.0615108,0.121966,0.0287811,1.06448,0.524615,NA,NA,NA,NA,NA,NA,NA,NA,"2000","iteration_2","em_recdev_2"
12539.2,2990.38,4921.29,2510.66,0.618053,0.0662635,0.125214,0.0318627,1.05634,0.539862,NA,NA,NA,NA,9.43662,0.238482,11.075,0.18475,"2001","iteration_2","em_recdev_2"
12378.9,3204.28,5688.53,3638.18,0.461908,0.044742,0.070499,0.0118114,1.04283,0.554119,1735.38,727.062,2837.16,732.27,NA,NA,NA,NA,"2002","iteration_2","em_recdev_2"
12803.3,3185.26,5727.16,3644.64,0.467739,0.0408254,0.0720422,0.0110234,1.07859,0.563659,1856.98,734.129,2972.94,741.142,NA,NA,NA,NA,"2003","iteration_2","em_recdev_2"
13383.1,3219.16,5776.73,3655.4,0.474953,0.0369479,0.0739919,0.0102635,1.12743,0.581477,2006.05,749.198,3129.34,757.78,NA,NA,NA,NA,"2004","iteration_2","em_recdev_2"
14094.4,3299.49,5832.99,3669.53,0.482798,0.0334878,0.0761648,0.00960295,1.18735,0.606559,2172.06,768.976,3294.1,778.345,NA,NA,NA,NA,"2005","iteration_2","em_recdev_2"
14854.7,3403.96,5888.21,3684.68,0.490165,0.0310169,0.0782574,0.00917132,1.2514,0.634941,2339.75,789.568,3455.81,798.778,NA,NA,NA,NA,"2006","iteration_2","em_recdev_2"
15592.9,3518.59,5937.55,3699.01,0.496484,0.0299961,0.080094,0.0090999,1.31359,0.663134,2498.38,807.574,3607.45,815.818,NA,NA,NA,NA,"2007","iteration_2","em_recdev_2"
16273.5,3643.41,5979.72,3711.75,0.501699,0.0305194,0.0816396,0.00943536,1.37093,0.68942,2643.14,820.497,3745.87,827.334,NA,NA,NA,NA,"2008","iteration_2","em_recdev_2"
16885.8,3781.27,6015.2,3722.76,0.505962,0.0322647,0.0829235,0.0101062,1.4225,0.713213,2772.91,827.016,3870.33,832.393,NA,NA,NA,NA,"2009","iteration_2","em_recdev_2"
17430.5,3929.4,6045,3732.16,0.509455,0.0347291,0.08399,0.0109798,1.46839,0.734299,2888.25,826.94,3981.32,831.038,NA,NA,NA,NA,"2010","iteration_2","em_recdev_2"
17913,4080.44,6070.1,3740.16,0.51234,0.0374771,0.0848804,0.0119338,1.50904,0.75257,2990.4,820.834,4079.89,823.924,NA,NA,NA,NA,"2011","iteration_2","em_recdev_2"
51309.6,1615.66,3797.7,1283.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8456,0.0314884,NA,NA,"1971","iteration_3","em_recdev_2"
51309,1615.61,10566.8,2007.04,0.0234137,0.000667493,0.00213755,0.000103452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972","iteration_3","em_recdev_2"
51218.2,1614.84,3666.19,1493.99,0.107369,0.00281103,0.0105908,0.000512778,3.65772,0.762826,NA,NA,NA,NA,NA,NA,NA,NA,"1973","iteration_3","em_recdev_2"
50773.2,1610.43,3155.16,1133.76,0.106244,0.0027763,0.0104685,0.000506219,3.62595,0.756312,NA,NA,NA,NA,NA,NA,NA,NA,"1974","iteration_3","em_recdev_2"
50313.3,1597.55,3493.19,1358.18,0.201377,0.0046934,0.0218454,0.00105303,3.5931,0.749887,NA,NA,NA,NA,NA,NA,NA,NA,"1975","iteration_3","em_recdev_2"
49386.8,1568.06,8671.5,1983.02,0.281688,0.00589465,0.0334306,0.00160635,3.52693,0.73701,NA,NA,NA,NA,NA,NA,NA,NA,"1976","iteration_3","em_recdev_2"
48019.1,1520.74,4813.31,1963.93,0.354625,0.00667905,0.0460535,0.00220603,3.42926,0.718145,NA,NA,NA,NA,NA,NA,12.0679,0.136587,"1977","iteration_3","em_recdev_2"
46160.9,1460.73,5601.86,2220.03,0.419856,0.00717251,0.0595955,0.00285021,3.29656,0.692507,NA,NA,NA,NA,NA,NA,NA,NA,"1978","iteration_3","em_recdev_2"
43796.9,1393.83,10912.6,3297.76,0.486761,0.0075125,0.0764643,0.00366768,3.12773,0.659722,NA,NA,NA,NA,NA,NA,NA,NA,"1979","iteration_3","em_recdev_2"
40953.2,1323.1,17626.5,3700.21,0.586737,0.00765556,0.110007,0.00534458,2.92465,0.620014,NA,NA,NA,NA,NA,NA,11.9012,0.134639,"1980","iteration_3","em_recdev_2"
37361.3,1249.2,7134.49,2627.52,0.666861,0.00755397,0.148647,0.00742871,2.66814,0.569346,NA,NA,NA,NA,NA,NA,NA,NA,"1981","iteration_3","em_recdev_2"
33268.3,1176.19,3775.1,1630.14,0.695929,0.00774715,0.166773,0.00869707,2.37584,0.511512,NA,NA,NA,NA,NA,NA,NA,NA,"1982","iteration_3","em_recdev_2"
29603,1111.9,7591.26,1771.21,0.721125,0.00797196,0.184988,0.0101779,2.11408,0.460511,NA,NA,NA,NA,NA,NA,11.7105,0.129413,"1983","iteration_3","em_recdev_2"
26586.6,1061.94,3948.95,1489,0.742798,0.00828737,0.202988,0.0118701,1.89867,0.419882,NA,NA,NA,NA,NA,NA,NA,NA,"1984","iteration_3","em_recdev_2"
24237.6,1032.66,3878.85,1376.39,0.764178,0.00871649,0.223384,0.0139265,1.73092,0.39008,NA,NA,NA,NA,NA,NA,NA,NA,"1985","iteration_3","em_recdev_2"
22244.7,1026.14,5081.81,1595.48,0.780913,0.00941423,0.241607,0.0161266,1.5886,0.366388,NA,NA,NA,NA,10.0099,0.0461294,11.4685,0.120161,"1986","iteration_3","em_recdev_2"
20336.4,1039.76,5417.21,1750.8,0.798352,0.0103218,0.263203,0.0190231,1.45232,0.344364,NA,NA,NA,NA,NA,NA,NA,NA,"1987","iteration_3","em_recdev_2"
18315.4,1069.3,6732.42,1743.12,0.800898,0.0120173,0.266614,0.021196,1.30799,0.320749,NA,NA,NA,NA,NA,NA,NA,NA,"1988","iteration_3","em_recdev_2"
16399.4,1112.61,3107.15,1197.21,0.802136,0.0141774,0.268299,0.0238508,1.17115,0.298661,NA,NA,NA,NA,NA,NA,11.1418,0.10714,"1989","iteration_3","em_recdev_2"
14624.3,1168.4,3828.75,1214.74,0.79638,0.0171479,0.26061,0.026276,1.04439,0.278794,NA,NA,NA,NA,NA,NA,NA,NA,"1990","iteration_3","em_recdev_2"
13143,1239.42,5175.34,1561.26,0.780838,0.0211536,0.24152,0.0277453,0.9386,0.263771,NA,NA,NA,NA,NA,NA,NA,NA,"1991","iteration_3","em_recdev_2"
12073.6,1330.37,5077.08,1657.03,0.699563,0.0285592,0.169243,0.0217175,0.862228,0.255761,NA,NA,NA,NA,NA,NA,10.9276,0.101438,"1992","iteration_3","em_recdev_2"
11774.3,1443.85,4003.23,1639.53,0.705685,0.0316745,0.173519,0.0245013,0.840855,0.260121,NA,NA,NA,NA,NA,NA,NA,NA,"1993","iteration_3","em_recdev_2"
11484.3,1575.28,12047.1,2963.65,0.712174,0.03524,0.178214,0.0278659,0.820148,0.265747,NA,NA,NA,NA,NA,NA,NA,NA,"1994","iteration_3","em_recdev_2"
11182.1,1724.64,2135.85,926.105,0.716587,0.0394472,0.181509,0.0315997,0.798563,0.27238,NA,NA,NA,NA,NA,NA,10.8803,0.117017,"1995","iteration_3","em_recdev_2"
10903.6,1897.15,3869.66,1356.15,0.723998,0.0440045,0.187239,0.036452,0.778677,0.28092,NA,NA,NA,NA,NA,NA,NA,NA,"1996","iteration_3","em_recdev_2"
10679.6,2102.87,3397.57,1397.27,0.649437,0.0540147,0.138996,0.029845,0.762678,0.292534,NA,NA,NA,NA,NA,NA,NA,NA,"1997","iteration_3","em_recdev_2"
10958.2,2358.19,5232.7,2032.49,0.637864,0.0594769,0.133016,0.0309621,0.782573,0.314677,NA,NA,NA,NA,NA,NA,10.9405,0.156398,"1998","iteration_3","em_recdev_2"
11402.9,2666.91,4214.83,1874.05,0.632192,0.0648432,0.130201,0.0327372,0.814333,0.342844,NA,NA,NA,NA,NA,NA,NA,NA,"1999","iteration_3","em_recdev_2"
11870.1,3008.44,4084.09,1939.71,0.624769,0.0705737,0.126625,0.0343191,0.847699,0.373607,NA,NA,NA,NA,NA,NA,NA,NA,"2000","iteration_3","em_recdev_2"
12246.5,3356.5,3187.21,1673.95,0.618996,0.0765266,0.123924,0.0361513,0.874578,0.403595,NA,NA,NA,NA,9.413,0.274079,10.9674,0.205601,"2001","iteration_3","em_recdev_2"
12496.2,3699.84,5333.53,3492.29,0.455233,0.0540781,0.0680779,0.0136761,0.892408,0.43155,1699.48,833.605,2838.81,839.598,NA,NA,NA,NA,"2002","iteration_3","em_recdev_2"
13123.2,3734.61,5410.95,3512.54,0.464068,0.0481693,0.0703435,0.0125641,0.937184,0.443338,1827.74,836.56,2956.42,844.3,NA,NA,NA,NA,"2003","iteration_3","em_recdev_2"
13644.8,3751.97,5471.46,3528.93,0.470638,0.0438901,0.0720699,0.0117277,0.97444,0.452614,1934.07,836.8,3054.83,845.647,NA,NA,NA,NA,"2004","iteration_3","em_recdev_2"
14069.8,3754.71,5518.35,3541.98,0.47554,0.0408426,0.0733816,0.0111205,1.00479,0.459739,2024,835.759,3140.87,845.076,NA,NA,NA,NA,"2005","iteration_3","em_recdev_2"
14422.8,3748.98,5555.76,3552.62,0.479337,0.0389007,0.0744123,0.0107518,1.02999,0.465405,2105.64,835.061,3223.34,844.313,NA,NA,NA,NA,"2006","iteration_3","em_recdev_2"
14754.6,3753.14,5589.74,3562.67,0.482703,0.038067,0.0753364,0.0106611,1.0537,0.471247,2187.83,835.596,3309.16,844.355,NA,NA,NA,NA,"2007","iteration_3","em_recdev_2"
15111.6,3790.01,5625.06,3573.74,0.486121,0.038306,0.0762852,0.0108661,1.07919,0.478943,2276.15,837.125,3401.12,845.141,NA,NA,NA,NA,"2008","iteration_3","em_recdev_2"
15511.1,3871.42,5663.15,3586.33,0.489717,0.0394343,0.0772952,0.0113296,1.10772,0.489153,2371.37,838.755,3498.4,846.004,NA,NA,NA,NA,"2009","iteration_3","em_recdev_2"
15946,3992.89,5702.99,3599.98,0.493382,0.0411581,0.0783371,0.0119727,1.13878,0.501449,2471.06,839.586,3598.29,846.198,NA,NA,NA,NA,"2010","iteration_3","em_recdev_2"
16398.4,4140.42,5742.74,3613.93,0.496946,0.0431838,0.0793622,0.0127106,1.17108,0.514876,2571.66,839.005,3697.67,845.15,NA,NA,NA,NA,"2011","iteration_3","em_recdev_2"
51300.1,1453.54,4256.35,1170.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8454,0.028334,NA,NA,"1971","iteration_4","em_recdev_2"
51299.5,1453.48,4543.94,1788.46,0.0224069,0.000572565,0.00202098,8.68996e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972","iteration_4","em_recdev_2"
51212,1452.64,9905.92,2246.27,0.105044,0.00246851,0.010219,0.000439425,3.07754,0.244376,NA,NA,NA,NA,NA,NA,NA,NA,"1973","iteration_4","em_recdev_2"
50771.3,1447.79,4244.28,1834.15,0.104634,0.0024471,0.0101751,0.000436349,3.05105,0.242175,NA,NA,NA,NA,NA,NA,NA,NA,"1974","iteration_4","em_recdev_2"
50284.2,1433.84,7031.68,2301.25,0.199286,0.00414949,0.0213108,0.000908219,3.02178,0.240056,NA,NA,NA,NA,NA,NA,NA,NA,"1975","iteration_4","em_recdev_2"
49270.3,1402.68,10169.9,2665.06,0.279252,0.00520102,0.032633,0.0013815,2.96085,0.235772,NA,NA,NA,NA,NA,NA,NA,NA,"1976","iteration_4","em_recdev_2"
47791.9,1353.35,5321.4,1851.74,0.345309,0.00579753,0.0437333,0.00184032,2.87201,0.229718,NA,NA,NA,NA,NA,NA,12.2544,0.121039,"1977","iteration_4","em_recdev_2"
45976.1,1290.49,2531.57,976.51,0.409149,0.00615963,0.0564285,0.00236461,2.76289,0.222432,NA,NA,NA,NA,NA,NA,NA,NA,"1978","iteration_4","em_recdev_2"
43872.2,1219.69,3407.01,1336.86,0.478324,0.00634893,0.0730913,0.00306144,2.63646,0.214078,NA,NA,NA,NA,NA,NA,NA,NA,"1979","iteration_4","em_recdev_2"
41462.8,1144.14,12985,2276.48,0.578824,0.00632095,0.105245,0.00443416,2.49167,0.204447,NA,NA,NA,NA,NA,NA,12.1148,0.119866,"1980","iteration_4","em_recdev_2"
38371.4,1063.84,6642.96,2490.05,0.661901,0.00605734,0.14343,0.00612822,2.30589,0.191411,NA,NA,NA,NA,NA,NA,NA,NA,"1981","iteration_4","em_recdev_2"
34575.3,981.815,6920.37,2624.15,0.69088,0.00604679,0.160669,0.00700085,2.07777,0.174766,NA,NA,NA,NA,NA,NA,NA,NA,"1982","iteration_4","em_recdev_2"
30814.6,904.896,10377.4,2521.7,0.714921,0.00607112,0.177141,0.00791737,1.85178,0.15825,NA,NA,NA,NA,NA,NA,11.845,0.117959,"1983","iteration_4","em_recdev_2"
27273.9,834.181,5655.45,1852.53,0.739295,0.00607105,0.196361,0.00908408,1.639,0.142722,NA,NA,NA,NA,NA,NA,NA,NA,"1984","iteration_4","em_recdev_2"
24108.5,770.608,3250.99,1121.68,0.762618,0.0060762,0.217745,0.010517,1.44878,0.12903,NA,NA,NA,NA,NA,NA,NA,NA,"1985","iteration_4","em_recdev_2"
21374.1,717.077,2291.6,822.207,0.790638,0.00604552,0.248494,0.0126464,1.28446,0.117648,NA,NA,NA,NA,9.96994,0.0335489,11.5889,0.113774,"1986","iteration_4","em_recdev_2"
18919.5,675.919,3457.38,1027.32,0.812879,0.00621035,0.278144,0.0150629,1.13695,0.107873,NA,NA,NA,NA,NA,NA,NA,NA,"1987","iteration_4","em_recdev_2"
16716.8,650.074,5662.32,1195.39,0.814171,0.00699997,0.280044,0.0162159,1.00458,0.0995371,NA,NA,NA,NA,NA,NA,NA,NA,"1988","iteration_4","em_recdev_2"
