"file","caption","alt_text","category","png_time","StartTime"
"index3_obs_vs_exp_RECRSVY_A2.png","Observed vs. expected index values with smoother for RECRSVY_A2",NA,"Index",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"index4_logcpuedata_RECRSVY_A2.png","Log index data for RECRSVY_A2. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"index5_logcpuefit_RECRSVY_A2.png","Fit to log index data on log scale for RECRSVY_A2. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"index6_log_obs_vs_exp_RECRSVY_A2.png","log(observed) vs. log(expected) index values with smoother for RECRSVY_A2",NA,"Index",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"index10_resids_SE_total_RECRSVY_A2.png","Residuals of fit to index for RECRSVY_A2.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"index12_resids_SE_total_RECRSVY_A2.png","Deviations for fit to index for RECRSVY_A2.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"index1_cpuedata_Depletion.png","Index data for Depletion. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"index2_cpuefit_Depletion.png","Fit to index data for Depletion. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"index3_obs_vs_exp_Depletion.png","Observed vs. expected index values with smoother for Depletion",NA,"Index",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"index4_logcpuedata_Depletion.png","Log index data for Depletion. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"index5_logcpuefit_Depletion.png","Fit to log index data on log scale for Depletion. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"index6_log_obs_vs_exp_Depletion.png","log(observed) vs. log(expected) index values with smoother for Depletion",NA,"Index",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"index10_resids_SE_total_Depletion.png","Residuals of fit to index for Depletion.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"index12_resids_SE_total_Depletion.png","Deviations for fit to index for Depletion.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"index9_standcpueall.png","Standardized indices overlaid. Each index is rescaled to have mean observation = 1.0.",NA,"Index",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers1_area1_sex1_beg.png","Beginning of season 1 expected numbers at age of females in area1 in (max ~ 6.9 million)",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers1_area1_sex2_beg.png","Beginning of season 1 expected numbers at age of males in area1 in (max ~ 6.9 million)",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers2_meanage_area1_beg.png","Beginning of season 1 mean age in the population in area1",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers1_area1_sex1_mid.png","Middle of season 1 expected numbers at age of females in area1 in (max ~ 6.6 million)",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers1_area1_sex2_mid.png","Middle of season 1 expected numbers at age of males in area1 in (max ~ 6.6 million)",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers2_meanage_area1_mid.png","Middle of season 1 mean age in the population in area1",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers1_area2_sex1_beg.png","Beginning of season 1 expected numbers at age of females in area2 in (max ~ 7.1 million)",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers1_area2_sex2_beg.png","Beginning of season 1 expected numbers at age of males in area2 in (max ~ 7.1 million)",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers2_meanage_area2_beg.png","Beginning of season 1 mean age in the population in area2",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers1_area2_sex1_mid.png","Middle of season 1 expected numbers at age of females in area2 in (max ~ 6.8 million)",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers1_area2_sex2_mid.png","Middle of season 1 expected numbers at age of males in area2 in (max ~ 6.8 million)",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers2_meanage_area2_mid.png","Middle of season 1 mean age in the population in area2",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers3_frac_female_age_area1.png","Fraction female in numbers at age for area1",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers3_frac_female_age_area2.png","Fraction female in numbers at age for area2",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers4_equilagecomp.png","Equilibrium age distribution",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers5_ageerrorSD.png","Ageing imprecision: SD of observed age (yr)",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers10_ageerror_matrix_1.png","Distribution of observed age at true age 
 for ageing error type 1",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"numbers10_ageerror_matrix_2.png","Distribution of observed age at true age 
 for ageing error type 2",NA,"Numbers",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_lendat__aggregated_across_time.png","Length comp data, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_lendat__multi-fleet_comparison.png","Length comp data,  comparing across fleets",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_lendat_flt1mkt0_page1.png","Length comp data, whole catch, FISH_A1 (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_lendat_flt1mkt0_page2.png","Length comp data, whole catch, FISH_A1 (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 2)",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_lendat_bubflt1mkt0_page2.png","Length comp data, whole catch, FISH_A1 (max=0.16) (plot 2 of 2)",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_lendat_data_weighting_TA1.8_FISH_A1.png","Mean length for FISH_A1 with 95% confidence intervals based on current sample sizes.",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_lendat_flt2mkt0.png","Length comp data, whole catch, SURV_A1.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_lendat_bubflt2mkt0.png","Length comp data, whole catch, SURV_A1 (max=0.14)",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_lendat_data_weighting_TA1.8_SURV_A1.png","Mean length for SURV_A1 with 95% confidence intervals based on current sample sizes.",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"sexratio_data_len_flt1mkt0_page1.png","Sex ratios for length comps, whole catch, FISH_A1 (plot 1 of 2).<br>Observed sex ratios (points) with 75% intervals (vertical lines) calculated as a <a href='https://www.jstor.org/stable/2676784'>Jeffreys interval</a> based on the adjusted input sample size.",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"sexratio_data_len_flt1mkt0_page2.png","Sex ratios for length comps, whole catch, FISH_A1 (plot 1 of 2).<br>Observed sex ratios (points) with 75% intervals (vertical lines) calculated as a <a href='https://www.jstor.org/stable/2676784'>Jeffreys interval</a> based on the adjusted input sample size. (plot 2 of 2)",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"sexratio_data_len_flt2mkt0.png","Sex ratios for length comps, whole catch, SURV_A1.<br>Observed sex ratios (points) with 75% intervals (vertical lines) calculated as a <a href='https://www.jstor.org/stable/2676784'>Jeffreys interval</a> based on the adjusted input sample size.",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_sizedat_method1__aggregated_across_time.png","Size comp data,  size method 1, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_sizedat_method1_flt4mkt0_page1.png","Size comp data,  size method 1, whole catch, FISH_A2 (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_sizedat_method1_flt4mkt0_page2.png","Size comp data,  size method 1, whole catch, FISH_A2 (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 2)",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_sizedat_method1_bubflt4mkt0_page2.png","Size comp data,  size method 1, whole catch, FISH_A2 (max=0.16) (plot 2 of 2)",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_sizedat_method1_data_weighting_TA1.8_FISH_A2.png","Mean size for FISH_A2 with 95% confidence intervals based on current sample sizes.",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_sizedat_method2__aggregated_across_time.png","Size comp data,  size method 2, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_sizedat_method2_flt5mkt0.png","Size comp data,  size method 2, whole catch, SURV_A2.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_sizedat_method2_bubflt5mkt0.png","Size comp data,  size method 2, whole catch, SURV_A2 (max=0.12)",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_sizedat_method2_data_weighting_TA1.8_SURV_A2.png","Mean size for SURV_A2 with 95% confidence intervals based on current sample sizes.",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_agedat__aggregated_across_time.png","Age comp data, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_agedat__multi-fleet_comparison.png","Age comp data,  comparing across fleets",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
"comp_agedat_flt1mkt0_page1.png","Age comp data, whole catch, FISH_A1 (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-04-30 16:56:13.588766,"StartTime: Tue Apr 30 16:47:01 2024"
